sp	long	lat	base
haddadus_binotatus	-45.83	-23.63	gbif
haddadus_binotatus	-45.83	-23.63	gbif
haddadus_binotatus	-45.83	-23.63	gbif
haddadus_binotatus	-45.83	-23.63	gbif
haddadus_binotatus	-45.83	-23.63	gbif
haddadus_binotatus	-45.83	-23.63	gbif
haddadus_binotatus	-45.83	-23.63	gbif
haddadus_binotatus	-40.6	-19.9167	gbif
haddadus_binotatus	-40.6	-19.9167	gbif
haddadus_binotatus	-40.6	-19.9167	gbif
haddadus_binotatus	-40.6	-19.9167	gbif
haddadus_binotatus	-41.184722	-20.603611	gbif
haddadus_binotatus	-41.184722	-20.603611	gbif
haddadus_binotatus	-41.184722	-20.603611	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.150556	-18.030278	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-46.529722	-23.66	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-40.273333	-19.820278	gbif
haddadus_binotatus	-39.858889	-18.716111	gbif
haddadus_binotatus	-39.858889	-18.716111	gbif
haddadus_binotatus	-39.732222	-18.593333	gbif
haddadus_binotatus	-39.732222	-18.593333	gbif
haddadus_binotatus	-39.732222	-18.593333	gbif
haddadus_binotatus	-39.732222	-18.593333	gbif
haddadus_binotatus	-39.732222	-18.593333	gbif
haddadus_binotatus	-39.732222	-18.593333	gbif
haddadus_binotatus	-39.732222	-18.593333	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-41.112778	-20.848889	gbif
haddadus_binotatus	-41.112778	-20.848889	gbif
haddadus_binotatus	-41.112778	-20.848889	gbif
haddadus_binotatus	-41.112778	-20.848889	gbif
haddadus_binotatus	-41.112778	-20.848889	gbif
haddadus_binotatus	-41.112778	-20.848889	gbif
haddadus_binotatus	-41.112778	-20.848889	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-43.2739	-22.9619	gbif
haddadus_binotatus	-43.2333	-22.9	gbif
haddadus_binotatus	-43.23333	-22.93333	gbif
haddadus_binotatus	-43.23333	-22.93333	gbif
haddadus_binotatus	-43.2333	-22.9333	gbif
haddadus_binotatus	-43.23333	-22.93333	gbif
haddadus_binotatus	-43.2333	-22.9333	gbif
haddadus_binotatus	-43.2333	-22.9333	gbif
haddadus_binotatus	-43.2333	-22.9333	gbif
haddadus_binotatus	-43.2333	-22.9333	gbif
haddadus_binotatus	-43.23333	-22.93333	gbif
haddadus_binotatus	-43.23333	-22.93333	gbif
haddadus_binotatus	-43.23333	-22.93333	gbif
haddadus_binotatus	-43.23333	-22.93333	gbif
haddadus_binotatus	-43.23333	-22.93333	gbif
